Neighborhood,N,Cafes,Restaurants,Bars,Nightclubs
Hamilton Heights,5,794.1225574,647.1604061,1000,794.1225574
Hammels-Arverne-Edgemere,5,1000,937.9762436,1000,1000
Highbridge,5,1000,1000,1000,1000
Hollis,5,1000,986.9901985,1000,1000
Homecrest,5,1000,967.2697494,1000,1000
Hudson Yards-Chelsea-Flatiron-Union Square,5,451.4724104,310.4932134,534.0121965,451.4724104
Hunters Point-Sunnyside-West Maspeth,5,826.6484098,631.0241778,892.0417914,826.6484098
Hunts Point,5,1000,1000,1000,1000
Jackson Heights,5,920.9114145,673.9015494,1000,920.9114145
Jamaica,5,1000,815.0192798,1000,1000
Jamaica Estates-Holliswood,5,1000,908.1259835,1000,1000
Kensington-Ocean Parkway,5,964.4530612,531.7854493,907.7470775,964.4530612
Kew Gardens,5,1000,781.5709975,1000,1000
Kew Gardens Hills,5,1000,952.3144919,1000,1000
Kingsbridge Heights,5,1000,1000,1000,1000
Laurelton,5,1000,838.5427545,1000,1000
Lenox Hill-Roosevelt Island,5,676.6296543,517.9431216,861.6167282,676.6296543
Lincoln Square,5,500.713407,414.9767307,697.4318972,500.713407
Lindenwood-Howard Beach,5,1000,999.4984855,1000,1000
Longwood,5,1000,1000,1000,1000
Lower East Side,5,705.8905327,586.4184044,699.7845367,705.8905327
Madison,5,1000,864.0676552,1000,1000
Manhattanville,5,850.3445074,609.3152666,1000,850.3445074
Marble Hill-Inwood,5,1000,656.1834314,926.3592365,1000
Mariner's Harbor-Arlington-Port Ivory-Graniteville,5,1000,1000,1000,1000
Maspeth,5,997.5060729,914.4348541,998.5788648,997.5060729
Melrose South-Mott Haven North,5,1000,999.8940377,1000,1000
Middle Village,5,994.1018297,922.8974137,1000,994.1018297
Midtown-Midtown South,5,267.3466238,200.9881012,434.071416,267.3466238
Midwood,5,1000,1000,1000,1000
Morningside Heights,5,531.1156177,438.0446776,1000,531.1156177
Morrisania-Melrose,5,1000,999.8179609,1000,1000
Mott Haven-Port Morris,5,1000,981.2749969,1000,1000
Mount Hope,5,1000,999.9636292,1000,1000
Murray Hill,5,999.3604267,861.4556454,1000,999.3604267
Murray Hill-Kips Bay,5,484.0618138,375.0395242,778.7984911,484.0618138
New Brighton-Silver Lake,5,1000,1000,1000,1000
New Dorp-Midland Beach,5,1000,973.498047,1000,1000
New Springville-Bloomfield-Travis,5,1000,1000,1000,1000
North Corona,5,1000,497.9551257,1000,1000
North Riverdale-Fieldston-Riverdale,5,1000,1000,1000,1000
North Side-South Side,5,518.1746444,292.5588191,416.3179418,518.1746444
Norwood,5,1000,1000,1000,1000
Oakland Gardens,5,1000,998.1243057,1000,1000
Oakwood-Oakwood Beach,5,1000,1000,1000,1000
Ocean Hill,5,984.5735431,958.8911727,1000,984.5735431
Ocean Parkway South,5,1000,1000,1000,1000
Old Astoria,5,815.9047421,620.8949032,917.5016599,815.9047421
Old Town-Dongan Hills-South Beach,5,1000,1000,1000,1000
Ozone Park,5,1000,982.380296,1000,1000
Park Slope-Gowanus,5,424.7068481,354.7125563,624.940969,424.7068481
Parkchester,5,1000,808.4987526,1000,1000
Pelham Bay-Country Club-City Island,5,1000,966.7366576,1000,1000
Pelham Parkway,5,1000,997.5008109,1000,1000
Pomonok-Flushing Heights-Hillcrest,5,1000,966.399231,1000,1000
Port Richmond,5,1000,1000,1000,1000
Prospect Heights,5,342.7623093,266.3609944,449.6999849,342.7623093
Prospect Lefferts Gardens-Wingate,5,993.4797493,853.7379889,999.6291038,993.4797493
Queens Village,5,1000,915.8186806,1000,1000
Queensboro Hill,5,1000,927.6890474,1000,1000
Queensbridge-Ravenswood-Long Island City,5,905.6123298,691.5162442,888.5946127,905.6123298
Rego Park,5,854.8712072,696.2545643,1000,854.8712072
Richmond Hill,5,1000,957.8667837,1000,1000
Ridgewood,5,737.4197054,501.2965277,766.9651514,737.4197054
Rikers Island,5,1000,1000,1000,1000
Rosedale,5,1000,907.4934528,1000,1000
Rossville-Woodrow,5,1000,894.8785958,1000,1000
Rugby-Remsen Village,5,1000,1000,1000,1000
Schuylerville-Throgs Neck-Edgewater Park,5,1000,999.7669699,1000,1000
Seagate-Coney Island,5,991.92053,929.4749996,1000,991.92053
Sheepshead Bay-Gerritsen Beach-Manhattan Beach,5,999.5522554,905.3212525,1000,999.5522554
SoHo-TriBeCa-Civic Center-Little Italy,5,371.4246157,257.7280443,444.6649801,371.4246157
Soundview-Bruckner,5,1000,602.1358094,1000,1000
Soundview-Castle Hill-Clason Point-Harding Park,5,1000,997.530928,1000,1000
South Jamaica,5,1000,1000,1000,1000
South Ozone Park,5,1000,991.5953089,1000,1000
Springfield Gardens North,5,1000,989.1395414,1000,1000
Springfield Gardens South-Brookville,5,1000,999.1907198,1000,1000
Spuyten Duyvil-Kingsbridge,5,1000,1000,1000,1000
St. Albans,5,1000,979.0296619,1000,1000
Stapleton-Rosebank,5,1000,954.5105081,1000,1000
Starrett City,5,1000,1000,1000,1000
Steinway,5,850.3198583,747.7473281,845.6702001,850.3198583
Stuyvesant Heights,5,658.5816024,603.8634696,753.4536862,658.5816024
Stuyvesant Town-Cooper Village,5,655.3934926,576.7380685,633.0885127,655.3934926
Sunset Park East,5,890.8957755,644.7587682,1000,890.8957755
Sunset Park West,5,884.6150234,821.2522256,966.9340143,884.6150234
Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,5,1000,964.794057,1000,1000
Turtle Bay-East Midtown,5,409.4694066,301.4761176,596.9869302,409.4694066
University Heights-Morris Heights,5,1000,1000,1000,1000
Upper East Side-Carnegie Hill,5,373.1226907,304.6605226,784.8035117,373.1226907
Upper West Side,5,522.0392238,372.8607855,893.8849433,522.0392238
Van Cortlandt Village,5,1000,1000,1000,1000
Van Nest-Morris Park-Westchester Square,5,1000,999.9508422,1000,1000
Washington Heights North,5,1000,608.9658717,928.7675697,1000
Washington Heights South,5,980.9226054,741.1002704,1000,980.9226054
West Brighton,5,969.4798211,810.9735597,1000,969.4798211
West Concourse,5,1000,999.9512082,1000,1000
West Farms-Bronx River,5,1000,699.5971315,1000,1000
West New Brighton-New Brighton-St. George,5,1000,936.5574787,1000,1000
West Village,5,275.5160282,191.5761017,310.7531066,275.5160282
Westchester-Unionport,5,1000,847.0479134,1000,1000
Westerleigh,5,1000,1000,1000,1000
Whitestone,5,1000,966.901573,1000,1000
Williamsbridge-Olinville,5,1000,993.9809976,1000,1000
Williamsburg,5,966.537423,745.5712908,868.5246423,966.537423
Windsor Terrace,5,845.9300783,545.9524903,988.2769251,845.9300783
Woodhaven,5,1000,764.6608549,1000,1000
Woodlawn-Wakefield,5,1000,915.6488815,1000,1000
Woodside,5,931.7061038,557.618962,884.6369703,931.7061038
Yorkville,5,592.0523919,322.6776712,669.9605766,592.0523919
park-cemetery-etc-Bronx,5,1000,990.2386834,1000,1000
park-cemetery-etc-Brooklyn,5,944.7806463,864.3417445,988.0339395,944.7806463
park-cemetery-etc-Manhattan,5,775.0922052,726.6354752,913.6913835,775.0922052
park-cemetery-etc-Queens,5,998.6919625,987.446342,997.6664966,998.6919625
park-cemetery-etc-Staten Island,5,1000,1000,1000,1000
Airport,6,994.9904847,957.2004127,1000,994.9904847
Allerton-Pelham Gardens,6,1000,999.931207,1000,1000
Annadale-Huguenot-Prince's Bay-Eltingville,6,1000,926.3932862,1000,1000
Arden Heights,6,1000,1000,1000,1000
Astoria,6,697.3361546,423.4386291,633.0586598,697.3361546
Auburndale,6,1000,1000,1000,1000
Baisley Park,6,1000,1000,1000,1000
Bath Beach,6,1000,991.8528329,1000,1000
Battery Park City-Lower Manhattan,6,443.3775009,409.405729,761.9774993,443.3775009
Bay Ridge,6,1000,786.2897895,1000,1000
Bayside-Bayside Hills,6,1000,830.7439799,1000,1000
Bedford,6,783.6228951,728.5433249,903.4925938,783.6228951
Bedford Park-Fordham North,6,1000,998.0438323,1000,1000
Bellerose,6,1000,960.6565499,1000,1000
Belmont,6,1000,770.7833083,1000,1000
Bensonhurst East,6,1000,863.1408891,1000,1000
Bensonhurst West,6,1000,805.0461085,1000,1000
Borough Park,6,998.6450942,878.3888346,1000,998.6450942
Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,6,1000,1000,1000,1000
Briarwood-Jamaica Hills,6,1000,912.2702641,1000,1000
Brighton Beach,6,783.6999773,770.2219717,1000,783.6999773
Bronxdale,6,1000,869.377979,1000,1000
Brooklyn Heights-Cobble Hill,6,534.7513438,413.3961189,835.8427883,534.7513438
Brownsville,6,1000,1000,1000,1000
Bushwick North,6,557.2986189,284.245814,512.7781187,557.2986189
Bushwick South,6,634.0082111,598.2739131,678.1750828,634.0082111
Cambria Heights,6,1000,1000,1000,1000
Canarsie,6,1000,1000,1000,1000
Carroll Gardens-Columbia Street-Red Hook,6,801.1225208,573.030207,857.8174437,801.1225208
Central Harlem North-Polo Grounds,6,976.6637522,728.1180413,1000,976.6637522
Central Harlem South,6,847.0117663,486.3073701,1000,847.0117663
Charleston-Richmond Valley-Tottenville,6,1000,1000,1000,1000
Chinatown,6,325.4514333,199.7588473,422.9549856,325.4514333
Claremont-Bathgate,6,1000,890.4487917,1000,1000
Clinton,6,640.983686,408.067379,587.657016,640.983686
Clinton Hill,6,686.1998166,502.1132111,759.4200453,686.1998166
Co-op City,6,1000,971.3814058,1000,1000
College Point,6,1000,1000,1000,1000
Corona,6,1000,917.4545105,1000,1000
Crotona Park East,6,1000,999.6504066,1000,1000
Crown Heights North,6,863.6105772,714.2512522,876.146866,863.6105772
Crown Heights South,6,821.0178064,758.4801345,894.4345861,821.0178064
Cypress Hills-City Line,6,1000,938.8469373,1000,1000
DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,6,534.4356033,384.4781515,749.3055227,534.4356033
Douglas Manor-Douglaston-Little Neck,6,1000,1000,1000,1000
Dyker Heights,6,1000,971.359981,1000,1000
East Concourse-Concourse Village,6,1000,1000,1000,1000
East Elmhurst,6,1000,793.1972051,1000,1000
East Flatbush-Farragut,6,1000,1000,1000,1000
East Flushing,6,1000,942.16167,1000,1000
East Harlem North,6,975.7050986,561.3174316,1000,975.7050986
East Harlem South,6,762.9732292,401.315301,947.3604659,762.9732292
East New York,6,1000,984.5889125,1000,1000
East New York (Pennsylvania Ave),6,1000,1000,1000,1000
East Tremont,6,1000,887.7886218,1000,1000
East Village,6,277.178436,142.9473632,211.1951418,277.178436
East Williamsburg,6,845.7485491,658.1733703,737.8476069,845.7485491
Eastchester-Edenwald-Baychester,6,1000,943.4893939,1000,1000
Elmhurst,6,956.0703606,662.4349941,1000,956.0703606
Elmhurst-Maspeth,6,988.9670697,780.7707433,999.2573664,988.9670697
Erasmus,6,1000,991.9995666,1000,1000
Far Rockaway-Bayswater,6,1000,1000,1000,1000
Flatbush,6,999.2776642,853.6257931,996.193156,999.2776642
Flatlands,6,1000,983.3223359,1000,1000
Flushing,6,910.6751865,515.085407,1000,910.6751865
Fordham South,6,1000,960.2487325,1000,1000
Forest Hills,6,997.983532,787.2392609,1000,997.983532
Fort Greene,6,692.1942351,407.6966022,762.1728343,692.1942351
Fresh Meadows-Utopia,6,1000,959.9386695,1000,1000
Ft. Totten-Bay Terrace-Clearview,6,1000,1000,1000,1000
Georgetown-Marine Park-Bergen Beach-Mill Basin,6,1000,993.0341934,1000,1000
Glen Oaks-Floral Park-New Hyde Park,6,1000,929.2754514,1000,1000
Glendale,6,995.5234638,736.1757807,995.90648,995.5234638
Gramercy,6,395.1331972,238.2081797,438.1822095,395.1331972
Grasmere-Arrochar-Ft. Wadsworth,6,1000,1000,1000,1000
Gravesend,6,1000,997.8724217,1000,1000
Great Kills,6,1000,865.7288674,1000,1000
Greenpoint,6,670.9634819,524.7698611,646.2694981,670.9634819
Grymes Hill-Clifton-Fox Hills,6,1000,999.8207211,1000,1000
Hamilton Heights,6,848.960897,697.0878768,1000,848.960897
Hammels-Arverne-Edgemere,6,1000,999.9699686,1000,1000
Highbridge,6,1000,1000,1000,1000
Hollis,6,1000,997.707729,1000,1000
Homecrest,6,1000,978.7588174,1000,1000
Hudson Yards-Chelsea-Flatiron-Union Square,6,487.8263644,327.736629,574.3868211,487.8263644
Hunters Point-Sunnyside-West Maspeth,6,872.8158427,657.4748945,941.7879351,872.8158427
Hunts Point,6,1000,1000,1000,1000
Jackson Heights,6,937.219657,696.4068203,1000,937.219657
Jamaica,6,1000,867.4561841,1000,1000
Jamaica Estates-Holliswood,6,1000,935.1986962,1000,1000
Kensington-Ocean Parkway,6,994.2626938,579.2735682,956.4002083,994.2626938
Kew Gardens,6,1000,825.4465596,1000,1000
Kew Gardens Hills,6,1000,977.7184363,1000,1000
Kingsbridge Heights,6,1000,1000,1000,1000
Laurelton,6,1000,897.5872313,1000,1000
Lenox Hill-Roosevelt Island,6,703.6429669,531.7037611,928.5185935,703.6429669
Lincoln Square,6,536.0818842,436.907639,751.2538337,536.0818842
Lindenwood-Howard Beach,6,1000,1000,1000,1000
Longwood,6,1000,1000,1000,1000
Lower East Side,6,730.7372653,600.150758,730.3259599,730.7372653
Madison,6,1000,901.8672197,1000,1000
Manhattanville,6,894.4386937,644.0391204,1000,894.4386937
Marble Hill-Inwood,6,1000,696.2780993,967.2610346,1000
Mariner's Harbor-Arlington-Port Ivory-Graniteville,6,1000,1000,1000,1000
Maspeth,6,999.3045285,935.0078126,999.6730249,999.3045285
Melrose South-Mott Haven North,6,1000,1000,1000,1000
Middle Village,6,996.853396,939.9209614,1000,996.853396
Midtown-Midtown South,6,288.1631477,230.0967513,477.1572954,288.1631477
Midwood,6,1000,1000,1000,1000
Morningside Heights,6,564.7732118,467.2203992,1000,564.7732118
Morrisania-Melrose,6,1000,1000,1000,1000
Mott Haven-Port Morris,6,1000,999.9529721,1000,1000
Mount Hope,6,1000,999.9636292,1000,1000
Murray Hill,6,1000,875.0945877,1000,1000
Murray Hill-Kips Bay,6,524.8972124,395.6538963,813.5013852,524.8972124
New Brighton-Silver Lake,6,1000,1000,1000,1000
New Dorp-Midland Beach,6,1000,1000,1000,1000
New Springville-Bloomfield-Travis,6,1000,1000,1000,1000
North Corona,6,1000,561.686296,1000,1000
North Riverdale-Fieldston-Riverdale,6,1000,1000,1000,1000
North Side-South Side,6,559.5256456,317.160648,447.0790348,559.5256456
Norwood,6,1000,1000,1000,1000
Oakland Gardens,6,1000,999.8582503,1000,1000
Oakwood-Oakwood Beach,6,1000,1000,1000,1000
Ocean Hill,6,987.4887232,963.7862998,1000,987.4887232
Ocean Parkway South,6,1000,1000,1000,1000
Old Astoria,6,837.2698791,639.5353046,928.8794488,837.2698791
Old Town-Dongan Hills-South Beach,6,1000,1000,1000,1000
Ozone Park,6,1000,1000,1000,1000
Park Slope-Gowanus,6,454.8189559,381.0716329,671.8252566,454.8189559
Parkchester,6,1000,841.4018846,1000,1000
Pelham Bay-Country Club-City Island,6,1000,999.8573911,1000,1000
Pelham Parkway,6,1000,997.5778962,1000,1000
Pomonok-Flushing Heights-Hillcrest,6,1000,998.9218303,1000,1000
Port Richmond,6,1000,1000,1000,1000
Prospect Heights,6,374.4872982,283.1390944,485.2278186,374.4872982
Prospect Lefferts Gardens-Wingate,6,993.8294785,876.2174987,1000,993.8294785
Queens Village,6,1000,931.57656,1000,1000
Queensboro Hill,6,1000,936.3385139,1000,1000
Queensbridge-Ravenswood-Long Island City,6,933.2039481,719.2167055,922.1854308,933.2039481
Rego Park,6,976.7762742,756.4150446,1000,976.7762742
Richmond Hill,6,1000,977.9462122,1000,1000
Ridgewood,6,781.1313901,521.8723108,813.3560196,781.1313901
Rikers Island,6,1000,1000,1000,1000
Rosedale,6,1000,931.4449784,1000,1000
Rossville-Woodrow,6,1000,999.9697118,1000,1000
Rugby-Remsen Village,6,1000,1000,1000,1000
Schuylerville-Throgs Neck-Edgewater Park,6,1000,1000,1000,1000
Seagate-Coney Island,6,996.5140663,954.9473981,1000,996.5140663
Sheepshead Bay-Gerritsen Beach-Manhattan Beach,6,999.6151109,926.6909942,1000,999.6151109
SoHo-TriBeCa-Civic Center-Little Italy,6,394.0275444,272.8978319,483.1089443,394.0275444
Soundview-Bruckner,6,1000,689.6037273,1000,1000
Soundview-Castle Hill-Clason Point-Harding Park,6,1000,998.5623555,1000,1000
South Jamaica,6,1000,1000,1000,1000
South Ozone Park,6,1000,1000,1000,1000
Springfield Gardens North,6,1000,999.9956643,1000,1000
Springfield Gardens South-Brookville,6,1000,1000,1000,1000
Spuyten Duyvil-Kingsbridge,6,1000,1000,1000,1000
St. Albans,6,1000,994.396993,1000,1000
Stapleton-Rosebank,6,1000,979.8716903,1000,1000
Starrett City,6,1000,1000,1000,1000
Steinway,6,870.7650837,768.5503493,869.8554624,870.7650837
Stuyvesant Heights,6,735.4340624,651.6014642,815.4515618,735.4340624
Stuyvesant Town-Cooper Village,6,693.5419776,593.0576496,645.0795298,693.5419776
Sunset Park East,6,931.426703,705.8247127,1000,931.426703
Sunset Park West,6,910.7803558,855.3216784,983.409955,910.7803558
Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,6,1000,1000,1000,1000
Turtle Bay-East Midtown,6,458.3531465,323.567028,671.1974245,458.3531465
University Heights-Morris Heights,6,1000,1000,1000,1000
Upper East Side-Carnegie Hill,6,404.7383645,339.8723782,833.3202193,404.7383645
Upper West Side,6,553.9726218,396.2726575,929.0036426,553.9726218
Van Cortlandt Village,6,1000,1000,1000,1000
Van Nest-Morris Park-Westchester Square,6,1000,1000,1000,1000
Washington Heights North,6,1000,654.0642825,995.858004,1000
Washington Heights South,6,998.2288691,800.5484467,1000,998.2288691
West Brighton,6,986.9679105,879.0775375,1000,986.9679105
West Concourse,6,1000,1000,1000,1000
West Farms-Bronx River,6,1000,744.1482774,1000,1000
West New Brighton-New Brighton-St. George,6,1000,993.130299,1000,1000
West Village,6,301.6379697,205.95057,333.8019515,301.6379697
Westchester-Unionport,6,1000,883.5123513,1000,1000
Westerleigh,6,1000,1000,1000,1000
Whitestone,6,1000,999.0592041,1000,1000
Williamsbridge-Olinville,6,1000,997.5253437,1000,1000
Williamsburg,6,979.3763463,773.9132029,885.9908149,979.3763463
Windsor Terrace,6,895.4074384,579.476954,994.6565923,895.4074384
Woodhaven,6,1000,787.1835452,1000,1000
Woodlawn-Wakefield,6,1000,1000,1000,1000
Woodside,6,958.4582654,604.1662652,912.4259763,958.4582654
Yorkville,6,640.3681437,336.0230717,739.4290697,640.3681437
park-cemetery-etc-Bronx,6,1000,997.7693275,1000,1000
park-cemetery-etc-Brooklyn,6,954.8027801,885.0463689,993.7360353,954.8027801
park-cemetery-etc-Manhattan,6,799.7423837,748.1401061,943.5001832,799.7423837
park-cemetery-etc-Queens,6,999.2146754,989.8080927,998.5396287,999.2146754
park-cemetery-etc-Staten Island,6,1000,1000,1000,1000
Airport,7,999.9972035,962.9778675,1000,999.9972035
Allerton-Pelham Gardens,7,1000,1000,1000,1000
Annadale-Huguenot-Prince's Bay-Eltingville,7,1000,929.9297058,1000,1000
Arden Heights,7,1000,1000,1000,1000
Astoria,7,730.2500168,447.3019005,667.6944395,730.2500168
Auburndale,7,1000,1000,1000,1000
Baisley Park,7,1000,1000,1000,1000
Bath Beach,7,1000,994.834624,1000,1000
Battery Park City-Lower Manhattan,7,458.8178657,444.3549653,794.6594594,458.8178657
Bay Ridge,7,1000,801.1568464,1000,1000
Bayside-Bayside Hills,7,1000,853.0984278,1000,1000
Bedford,7,820.3998165,774.3211961,932.5825356,820.3998165
Bedford Park-Fordham North,7,1000,998.7730279,1000,1000
Bellerose,7,1000,995.6154184,1000,1000
Belmont,7,1000,791.8341094,1000,1000
Bensonhurst East,7,1000,869.5608544,1000,1000
Bensonhurst West,7,1000,819.6691304,1000,1000
Borough Park,7,999.8169305,916.665791,1000,999.8169305
Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,7,1000,1000,1000,1000
Briarwood-Jamaica Hills,7,1000,955.5148521,1000,1000
Brighton Beach,7,877.0930411,831.5050091,1000,877.0930411
Bronxdale,7,1000,876.4564244,1000,1000
Brooklyn Heights-Cobble Hill,7,569.0629914,467.4171287,925.2449957,569.0629914
Brownsville,7,1000,1000,1000,1000
Bushwick North,7,599.8318647,305.5566491,562.6095579,599.8318647
Bushwick South,7,682.6953842,629.9331927,715.8319187,682.6953842
Cambria Heights,7,1000,1000,1000,1000
Canarsie,7,1000,1000,1000,1000
Carroll Gardens-Columbia Street-Red Hook,7,820.6583402,623.4232175,877.8929579,820.6583402
Central Harlem North-Polo Grounds,7,993.5992446,754.646706,1000,993.5992446
Central Harlem South,7,896.2017943,517.3040115,1000,896.2017943
Charleston-Richmond Valley-Tottenville,7,1000,1000,1000,1000
Chinatown,7,348.2098275,213.2132229,456.7909413,348.2098275
Claremont-Bathgate,7,1000,907.5166099,1000,1000
Clinton,7,673.3797324,443.6371196,617.2064205,673.3797324
Clinton Hill,7,724.874648,527.9407681,840.1174669,724.874648
Co-op City,7,1000,1000,1000,1000
College Point,7,1000,1000,1000,1000
Corona,7,1000,939.4662076,1000,1000
Crotona Park East,7,1000,1000,1000,1000
Crown Heights North,7,878.7001371,738.1056148,895.1080997,878.7001371
Crown Heights South,7,855.5787203,770.3212947,921.0043246,855.5787203
Cypress Hills-City Line,7,1000,979.3829844,1000,1000
DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,7,565.4620506,410.8873629,815.5375182,565.4620506
Douglas Manor-Douglaston-Little Neck,7,1000,1000,1000,1000
Dyker Heights,7,1000,976.8435643,1000,1000
East Concourse-Concourse Village,7,1000,1000,1000,1000
East Elmhurst,7,1000,820.0698376,1000,1000
East Flatbush-Farragut,7,1000,1000,1000,1000
East Flushing,7,1000,982.1910005,1000,1000
East Harlem North,7,998.7920313,604.040951,1000,998.7920313
East Harlem South,7,811.8002864,425.255824,980.6892301,811.8002864
East New York,7,1000,989.3435004,1000,1000
East New York (Pennsylvania Ave),7,1000,1000,1000,1000
East Tremont,7,1000,904.308882,1000,1000
East Village,7,297.1004331,152.2196707,232.6775337,297.1004331
East Williamsburg,7,870.5948861,681.8654364,786.3189105,870.5948861
Eastchester-Edenwald-Baychester,7,1000,1000,1000,1000
Elmhurst,7,965.353854,690.094773,1000,965.353854
Elmhurst-Maspeth,7,991.668729,799.7726721,1000,991.668729
Erasmus,7,1000,993.6888034,1000,1000
Far Rockaway-Bayswater,7,1000,1000,1000,1000
Flatbush,7,999.9888472,872.165102,1000,999.9888472
Flatlands,7,1000,998.7755457,1000,1000
Flushing,7,939.6892463,531.0478244,1000,939.6892463
Fordham South,7,1000,975.2328394,1000,1000
Forest Hills,7,1000,814.9698353,1000,1000
Fort Greene,7,719.358295,427.2256389,789.3446177,719.358295
Fresh Meadows-Utopia,7,1000,995.0154268,1000,1000
Ft. Totten-Bay Terrace-Clearview,7,1000,1000,1000,1000
Georgetown-Marine Park-Bergen Beach-Mill Basin,7,1000,1000,1000,1000
Glen Oaks-Floral Park-New Hyde Park,7,1000,994.10338,1000,1000
Glendale,7,999.145482,767.2608236,999.2536209,999.145482
Gramercy,7,421.589664,253.4851937,462.3830456,421.589664
Grasmere-Arrochar-Ft. Wadsworth,7,1000,1000,1000,1000
Gravesend,7,1000,998.560528,1000,1000
Great Kills,7,1000,875.4407954,1000,1000
Greenpoint,7,704.0662562,553.9964045,679.432193,704.0662562
Grymes Hill-Clifton-Fox Hills,7,1000,1000,1000,1000
Hamilton Heights,7,887.5440084,744.3136034,1000,887.5440084
Hammels-Arverne-Edgemere,7,1000,1000,1000,1000
Highbridge,7,1000,1000,1000,1000
Hollis,7,1000,1000,1000,1000
Homecrest,7,1000,982.8997995,1000,1000
Hudson Yards-Chelsea-Flatiron-Union Square,7,515.9965085,355.6724272,601.8136252,515.9965085
Hunters Point-Sunnyside-West Maspeth,7,917.0259917,681.0262783,968.1574056,917.0259917
Hunts Point,7,1000,1000,1000,1000
Jackson Heights,7,952.5880334,714.3366528,1000,952.5880334
Jamaica,7,1000,938.3923974,1000,1000
Jamaica Estates-Holliswood,7,1000,976.1053643,1000,1000
Kensington-Ocean Parkway,7,998.6053265,613.5844813,1000,998.6053265
Kew Gardens,7,1000,852.445088,1000,1000
Kew Gardens Hills,7,1000,986.3960906,1000,1000
Kingsbridge Heights,7,1000,1000,1000,1000
Laurelton,7,1000,923.2253936,1000,1000
Lenox Hill-Roosevelt Island,7,724.5402328,546.8579847,979.4510558,724.5402328
Lincoln Square,7,566.0511775,465.0386935,789.0158881,566.0511775
Lindenwood-Howard Beach,7,1000,1000,1000,1000
Longwood,7,1000,1000,1000,1000
Lower East Side,7,747.6546553,615.7523087,755.1200381,747.6546553
Madison,7,1000,967.0019655,1000,1000
Manhattanville,7,940.838953,702.4224926,1000,940.838953
Marble Hill-Inwood,7,1000,741.9141635,995.5421185,1000
Mariner's Harbor-Arlington-Port Ivory-Graniteville,7,1000,1000,1000,1000
Maspeth,7,1000,946.1649693,999.8895071,1000
Melrose South-Mott Haven North,7,1000,1000,1000,1000
Middle Village,7,998.2708322,952.2221694,1000,998.2708322
Midtown-Midtown South,7,306.2520419,241.9017938,506.839484,306.2520419
Midwood,7,1000,1000,1000,1000
Morningside Heights,7,604.0969564,495.2794686,1000,604.0969564
Morrisania-Melrose,7,1000,1000,1000,1000
Mott Haven-Port Morris,7,1000,999.9954992,1000,1000
Mount Hope,7,1000,1000,1000,1000
Murray Hill,7,1000,908.9572407,1000,1000
Murray Hill-Kips Bay,7,563.2239372,407.0914645,846.8362388,563.2239372
New Brighton-Silver Lake,7,1000,1000,1000,1000
New Dorp-Midland Beach,7,1000,1000,1000,1000
New Springville-Bloomfield-Travis,7,1000,1000,1000,1000
North Corona,7,1000,627.1988879,1000,1000
North Riverdale-Fieldston-Riverdale,7,1000,1000,1000,1000
North Side-South Side,7,593.6170367,337.9588269,479.1056212,593.6170367
Norwood,7,1000,1000,1000,1000
Oakland Gardens,7,1000,999.8742475,1000,1000
Oakwood-Oakwood Beach,7,1000,1000,1000,1000
Ocean Hill,7,989.448603,974.1015558,1000,989.448603
Ocean Parkway South,7,1000,1000,1000,1000
Old Astoria,7,865.9579322,658.991693,948.7477336,865.9579322
Old Town-Dongan Hills-South Beach,7,1000,1000,1000,1000
Ozone Park,7,1000,1000,1000,1000
Park Slope-Gowanus,7,490.972851,401.8619575,711.2319525,490.972851
Parkchester,7,1000,864.0833579,1000,1000
Pelham Bay-Country Club-City Island,7,1000,1000,1000,1000
Pelham Parkway,7,1000,997.6473335,1000,1000
Pomonok-Flushing Heights-Hillcrest,7,1000,999.5557229,1000,1000
Port Richmond,7,1000,1000,1000,1000
Prospect Heights,7,403.907159,299.3959567,530.2752349,403.907159
Prospect Lefferts Gardens-Wingate,7,997.9203774,914.5567612,1000,997.9203774
Queens Village,7,1000,984.6410598,1000,1000
Queensboro Hill,7,1000,939.0579685,1000,1000
Queensbridge-Ravenswood-Long Island City,7,955.9482566,740.8889678,945.9650533,955.9482566
Rego Park,7,1000,787.4670739,1000,1000
Richmond Hill,7,1000,980.7633384,1000,1000
Ridgewood,7,814.4488682,542.3269268,842.2816945,814.4488682
Rikers Island,7,1000,1000,1000,1000
Rosedale,7,1000,944.8556656,1000,1000
Rossville-Woodrow,7,1000,1000,1000,1000
Rugby-Remsen Village,7,1000,1000,1000,1000
Schuylerville-Throgs Neck-Edgewater Park,7,1000,1000,1000,1000
Seagate-Coney Island,7,997.851673,990.1538499,1000,997.851673
Sheepshead Bay-Gerritsen Beach-Manhattan Beach,7,1000,970.872564,1000,1000
SoHo-TriBeCa-Civic Center-Little Italy,7,420.1732813,287.5928815,515.4522193,420.1732813
Soundview-Bruckner,7,1000,711.613943,1000,1000
Soundview-Castle Hill-Clason Point-Harding Park,7,1000,998.8947592,1000,1000
South Jamaica,7,1000,1000,1000,1000
